global_cycle_index,cycle_index,run_id,utc_timestamp,monotonic_start,trip_time_s,verdict,analysis_version,led_state_at_gate,degraded_flags,notes,source_run,source_cycle_index,delta_monotonic_s,ref_amplitude_v,noise_sigma_v,on_threshold_v,off_threshold_v,t0_s,t0_source,record_after_t0_s,burst_start_s,t_end_s,decision,sanity_failed_note,sanity_signal_present,sanity_no_pretrigger_leakage,sanity_record_spans_no_trip_limit,sanity_burst_starts_near_t0,sanity_collapse_is_clean,sanity_no_trip_persistent,utc_ts,utc_delta_s,process_segment,gap_over_baseline_s,is_process_pause,is_likely_retry,utc_hour
2536,1853,5317_v3_real_20260817T143315Z,2026-08-18T22:04:38.776024+00:00,162280.812049398,0.02273,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.744037; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.002377065; t0_source=detected_onset; record_after_t0_s=0.252377; burst_start_s=-0.002377065; t_end_s=0.020352935; decision=trip time within the pass limit; trip_time_s=0.022730000; analysis_version=v3",5317_v3_real_20260817T143315Z,1853,61.25174127999344,168.8442,0.744037,42.21105,16.88442,-0.002377065,detected_onset,0.252377,-0.002377065,0.020352935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:04:38.776024+00:00,60.543874,0,-0.6914739999999995,False,False,22
2537,1854,5317_v3_real_20260817T143315Z,2026-08-18T22:05:39.273191+00:00,162341.293939841,0.0159934999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.821890; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.015993435; decision=trip time within the pass limit; trip_time_s=0.015993500; analysis_version=v3",5317_v3_real_20260817T143315Z,1854,60.48189044301398,166.83415,0.82189,41.708538,16.683415,-6.5e-08,detected_onset,0.249999,-6.5e-08,0.015993435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:05:39.273191+00:00,60.497167,0,-0.7381810000000044,False,False,22
2538,1855,5317_v3_real_20260817T143315Z,2026-08-18T22:06:40.405839+00:00,162401.864509532,0.0180469999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.720858; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.018046935; decision=trip time within the pass limit; trip_time_s=0.018047000; analysis_version=v3",5317_v3_real_20260817T143315Z,1855,60.570569690986304,168.8442,0.720858,42.21105,16.88442,-6.5e-08,detected_onset,0.249999,-6.5e-08,0.018046935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:06:40.405839+00:00,61.132648,0,-0.10269999999999868,False,False,22
2539,1856,5317_v3_real_20260817T143315Z,2026-08-18T22:07:40.334561+00:00,162462.963464252,0.0220559999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=170.854250; noise_sigma_v=0.713454; on_threshold_v=42.713563; off_threshold_v=17.085425; t0_s=-0.001557065; t0_source=detected_onset; record_after_t0_s=0.251556; burst_start_s=-0.001557065; t_end_s=0.020498935; decision=trip time within the pass limit; trip_time_s=0.022056000; analysis_version=v3",5317_v3_real_20260817T143315Z,1856,61.09895472001517,170.85425,0.713454,42.713563,17.085425,-0.001557065,detected_onset,0.251556,-0.001557065,0.020498935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:07:40.334561+00:00,59.928722,0,-1.3066260000000014,False,False,22
2540,1857,5317_v3_real_20260817T143315Z,2026-08-18T22:08:42.103900+00:00,162522.852667661,0.0171669999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=170.854250; noise_sigma_v=0.815379; on_threshold_v=42.713563; off_threshold_v=17.085425; t0_s=-0.000486565; t0_source=detected_onset; record_after_t0_s=0.250486; burst_start_s=-0.000486565; t_end_s=0.016680435; decision=trip time within the pass limit; trip_time_s=0.017167000; analysis_version=v3",5317_v3_real_20260817T143315Z,1857,59.889203408994945,170.85425,0.815379,42.713563,17.085425,-0.000486565,detected_onset,0.250486,-0.000486565,0.016680435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:08:42.103900+00:00,61.769339,0,0.5339910000000003,False,False,22
2541,1858,5317_v3_real_20260817T143315Z,2026-08-18T22:09:41.330280+00:00,162584.666577876,0.0191169999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.736395; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=0.000249435; t0_source=detected_onset; record_after_t0_s=0.249750; burst_start_s=0.000249435; t_end_s=0.019366435; decision=trip time within the pass limit; trip_time_s=0.019117000; analysis_version=v3",5317_v3_real_20260817T143315Z,1858,61.81391021498712,168.8442,0.736395,42.21105,16.88442,0.000249435,detected_onset,0.24975,0.000249435,0.019366435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:09:41.330280+00:00,59.22638,0,-2.008968000000003,False,False,22
2542,1859,5317_v3_real_20260817T143315Z,2026-08-18T22:10:41.926796+00:00,162643.903423589,0.0240839999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.734251; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.003684065; t0_source=detected_onset; record_after_t0_s=0.253684; burst_start_s=-0.003684065; t_end_s=0.020399935; decision=trip time within the pass limit; trip_time_s=0.024084000; analysis_version=v3",5317_v3_real_20260817T143315Z,1859,59.23684571302147,168.8442,0.734251,42.21105,16.88442,-0.003684065,detected_onset,0.253684,-0.003684065,0.020399935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:10:41.926796+00:00,60.596516,0,-0.6388320000000007,False,False,22
2543,1860,5317_v3_real_20260817T143315Z,2026-08-18T22:11:41.647582+00:00,162704.448742989,0.016407,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.862951; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.000000565; t0_source=detected_onset; record_after_t0_s=0.250000; burst_start_s=-0.000000565; t_end_s=0.016406435; decision=trip time within the pass limit; trip_time_s=0.016407000; analysis_version=v3",5317_v3_real_20260817T143315Z,1860,60.54531940000015,166.83415,0.862951,41.708538,16.683415,-5.65e-07,detected_onset,0.25,-5.65e-07,0.016406435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:11:41.647582+00:00,59.720786,0,-1.514562000000005,False,False,22
2544,1861,5317_v3_real_20260817T143315Z,2026-08-18T22:12:42.725346+00:00,162764.221985213,0.0124974999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.998497; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=-0.008073565; t0_source=detected_onset; record_after_t0_s=0.258073; burst_start_s=-0.008073565; t_end_s=0.004423935; decision=trip time within the pass limit; trip_time_s=0.012497500; analysis_version=v3",5317_v3_real_20260817T143315Z,1861,59.77324222397874,164.8241,0.998497,41.206025,16.48241,-0.008073565,detected_onset,0.258073,-0.008073565,0.004423935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:12:42.725346+00:00,61.077764,0,-0.15758399999999995,False,False,22
2545,1862,5317_v3_real_20260817T143315Z,2026-08-18T22:13:43.659509+00:00,162825.288741759,0.0198614999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=170.854250; noise_sigma_v=0.782890; on_threshold_v=42.713563; off_threshold_v=17.085425; t0_s=-0.000000565; t0_source=detected_onset; record_after_t0_s=0.250000; burst_start_s=-0.000000565; t_end_s=0.019860935; decision=trip time within the pass limit; trip_time_s=0.019861500; analysis_version=v3",5317_v3_real_20260817T143315Z,1862,61.06675654600258,170.85425,0.78289,42.713563,17.085425,-5.65e-07,detected_onset,0.25,-5.65e-07,0.019860935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:13:43.659509+00:00,60.934163,0,-0.3011850000000038,False,False,22
2546,1863,5317_v3_real_20260817T143315Z,2026-08-18T22:14:44.629487+00:00,162886.218399016,0.017957,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.722604; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=0.000040435; t0_source=detected_onset; record_after_t0_s=0.249959; burst_start_s=0.000040435; t_end_s=0.017997435; decision=trip time within the pass limit; trip_time_s=0.017957000; analysis_version=v3",5317_v3_real_20260817T143315Z,1863,60.929657257016515,168.8442,0.722604,42.21105,16.88442,4.0435e-05,detected_onset,0.249959,4.0435e-05,0.017997435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:14:44.629487+00:00,60.969978,0,-0.2653700000000043,False,False,22
2547,1864,5317_v3_real_20260817T143315Z,2026-08-18T22:15:45.723811+00:00,162947.135301384,0.0119595,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.994557; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=-0.006799065; t0_source=detected_onset; record_after_t0_s=0.256798; burst_start_s=-0.006799065; t_end_s=0.005160435; decision=trip time within the pass limit; trip_time_s=0.011959500; analysis_version=v3",5317_v3_real_20260817T143315Z,1864,60.91690236798604,164.8241,0.994557,41.206025,16.48241,-0.006799065,detected_onset,0.256798,-0.006799065,0.005160435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:15:45.723811+00:00,61.094324,0,-0.1410240000000016,False,False,22
2548,1865,5317_v3_real_20260817T143315Z,2026-08-18T22:16:45.865928+00:00,163008.315825907,0.0192669999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.730636; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.019266935; decision=trip time within the pass limit; trip_time_s=0.019267000; analysis_version=v3",5317_v3_real_20260817T143315Z,1865,61.18052452299162,168.8442,0.730636,42.21105,16.88442,-6.5e-08,detected_onset,0.249999,-6.5e-08,0.019266935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:16:45.865928+00:00,60.142117,0,-1.093231000000003,False,False,22
2549,1866,5317_v3_real_20260817T143315Z,2026-08-18T22:17:48.291828+00:00,163068.368653168,0.0154929999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.986527; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.015492935; decision=trip time within the pass limit; trip_time_s=0.015493000; analysis_version=v3",5317_v3_real_20260817T143315Z,1866,60.05282726100995,164.8241,0.986527,41.206025,16.48241,-6.5e-08,detected_onset,0.249999,-6.5e-08,0.015492935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:17:48.291828+00:00,62.4259,0,1.1905519999999967,False,False,22
2550,1867,5317_v3_real_20260817T143315Z,2026-08-18T22:18:49.553462+00:00,163130.854977602,0.0147864999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.984463; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=0.000049935; t0_source=detected_onset; record_after_t0_s=0.249949; burst_start_s=0.000049935; t_end_s=0.014836435; decision=trip time within the pass limit; trip_time_s=0.014786500; analysis_version=v3",5317_v3_real_20260817T143315Z,1867,62.486324433994014,164.8241,0.984463,41.206025,16.48241,4.9935e-05,detected_onset,0.249949,4.9935e-05,0.014836435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:18:49.553462+00:00,61.261634,0,0.02628599999999892,False,False,22
2551,1868,5317_v3_real_20260817T143315Z,2026-08-18T22:19:49.556059+00:00,163192.096643743,0.0143944999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.908738; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.014394435; decision=trip time within the pass limit; trip_time_s=0.014394500; analysis_version=v3",5317_v3_real_20260817T143315Z,1868,61.24166614099522,164.8241,0.908738,41.206025,16.48241,-6.5e-08,detected_onset,0.249999,-6.5e-08,0.014394435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:19:49.556059+00:00,60.002597,0,-1.2327510000000004,False,False,22
2552,1869,5317_v3_real_20260817T143315Z,2026-08-18T22:20:54.008940+00:00,163252.158422644,0.0182939999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.731275; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.018293935; decision=trip time within the pass limit; trip_time_s=0.018294000; analysis_version=v3",5317_v3_real_20260817T143315Z,1869,60.06177890099934,168.8442,0.731275,42.21105,16.88442,-6.5e-08,detected_onset,0.249999,-6.5e-08,0.018293935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:20:54.008940+00:00,64.452881,0,3.217533000000003,False,False,22
2553,1870,5317_v3_real_20260817T143315Z,2026-08-18T22:21:55.160074+00:00,163316.544519539,0.012207,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.949849; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=-0.007612065; t0_source=detected_onset; record_after_t0_s=0.257611; burst_start_s=-0.007612065; t_end_s=0.004594935; decision=trip time within the pass limit; trip_time_s=0.012207000; analysis_version=v3",5317_v3_real_20260817T143315Z,1870,64.38609689500299,164.8241,0.949849,41.206025,16.48241,-0.007612065,detected_onset,0.257611,-0.007612065,0.004594935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:21:55.160074+00:00,61.151134,0,-0.0842140000000029,False,False,22
2554,1871,5317_v3_real_20260817T143315Z,2026-08-18T22:22:58.066569+00:00,163377.742668191,0.0224725,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.724414; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=-0.002590565; t0_source=detected_onset; record_after_t0_s=0.252590; burst_start_s=-0.002590565; t_end_s=0.019881935; decision=trip time within the pass limit; trip_time_s=0.022472500; analysis_version=v3",5317_v3_real_20260817T143315Z,1871,61.19814865200897,168.8442,0.724414,42.21105,16.88442,-0.002590565,detected_onset,0.25259,-0.002590565,0.019881935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:22:58.066569+00:00,62.906495,0,1.6711469999999977,False,False,22
2555,1872,5317_v3_real_20260817T143315Z,2026-08-18T22:23:58.075269+00:00,163440.57862458,0.0119529999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.955878; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=-0.006801065; t0_source=detected_onset; record_after_t0_s=0.256800; burst_start_s=-0.006801065; t_end_s=0.005151935; decision=trip time within the pass limit; trip_time_s=0.011953000; analysis_version=v3",5317_v3_real_20260817T143315Z,1872,62.83595638899715,164.8241,0.955878,41.206025,16.48241,-0.006801065,detected_onset,0.2568,-0.006801065,0.005151935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:23:58.075269+00:00,60.0087,0,-1.2266480000000044,False,False,22
2556,1873,5317_v3_real_20260817T143315Z,2026-08-18T22:24:58.842203+00:00,163500.641747817,0.0182869999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=168.844200; noise_sigma_v=0.749544; on_threshold_v=42.211050; off_threshold_v=16.884420; t0_s=0.000007935; t0_source=detected_onset; record_after_t0_s=0.249991; burst_start_s=0.000007935; t_end_s=0.018294935; decision=trip time within the pass limit; trip_time_s=0.018287000; analysis_version=v3",5317_v3_real_20260817T143315Z,1873,60.0631232369924,168.8442,0.749544,42.21105,16.88442,7.935e-06,detected_onset,0.249991,7.935e-06,0.018294935,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:24:58.842203+00:00,60.766934,0,-0.4684140000000028,False,False,22
2557,1874,5317_v3_real_20260817T143315Z,2026-08-18T22:26:01.031917+00:00,163561.361866255,0.0152574999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.971425; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=0.000032935; t0_source=detected_onset; record_after_t0_s=0.249966; burst_start_s=0.000032935; t_end_s=0.015290435; decision=trip time within the pass limit; trip_time_s=0.015257500; analysis_version=v3",5317_v3_real_20260817T143315Z,1874,60.720118438010104,164.8241,0.971425,41.206025,16.48241,3.2935e-05,detected_onset,0.249966,3.2935e-05,0.015290435,trip time within the pass limit,,True,True,True,True,True,True,2026-08-18 22:26:01.031917+00:00,62.189714,0,0.9543660000000003,False,False,22
