global_cycle_index,cycle_index,run_id,utc_timestamp,monotonic_start,trip_time_s,verdict,analysis_version,led_state_at_gate,degraded_flags,notes,source_run,source_cycle_index,delta_monotonic_s
2054,1371,5317_v3_real_20260817T143315Z,2026-08-18T13:53:21.641280+00:00,132803.060856498,0.0114104999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.736626; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=-0.005081565; t0_source=detected_onset; record_after_t0_s=0.255081; burst_start_s=-0.005081565; t_end_s=0.006328935; decision=trip time within the pass limit; trip_time_s=0.011410500; analysis_version=v3",5317_v3_real_20260817T143315Z,1371,62.08188944100402
2055,1372,5317_v3_real_20260817T143315Z,2026-08-18T13:54:22.240733+00:00,132864.179456666,0.0166024999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.809766; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.016602435; decision=trip time within the pass limit; trip_time_s=0.016602500; analysis_version=v3",5317_v3_real_20260817T143315Z,1372,61.11860016800347
2056,1373,5317_v3_real_20260817T143315Z,2026-08-18T13:55:24.096722+00:00,132924.848393313,0.0233584999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.734813; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.002690065; t0_source=detected_onset; record_after_t0_s=0.252690; burst_start_s=-0.002690065; t_end_s=0.020668435; decision=trip time within the pass limit; trip_time_s=0.023358500; analysis_version=v3",5317_v3_real_20260817T143315Z,1373,60.668936647009104
2057,1374,5317_v3_real_20260817T143315Z,2026-08-18T13:56:24.096377+00:00,132986.627898785,0.017733,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.875469; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.001008565; t0_source=detected_onset; record_after_t0_s=0.251008; burst_start_s=-0.001008565; t_end_s=0.016724435; decision=trip time within the pass limit; trip_time_s=0.017733000; analysis_version=v3",5317_v3_real_20260817T143315Z,1374,61.77950547198998
2058,1375,5317_v3_real_20260817T143315Z,2026-08-18T13:57:25.307701+00:00,133046.651634481,0.0174629999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.841335; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.000736565; t0_source=detected_onset; record_after_t0_s=0.250736; burst_start_s=-0.000736565; t_end_s=0.016726435; decision=trip time within the pass limit; trip_time_s=0.017463000; analysis_version=v3",5317_v3_real_20260817T143315Z,1375,60.02373569601332
2059,1376,5317_v3_real_20260817T143315Z,2026-08-18T13:58:26.115089+00:00,133107.86713935,0.0140049999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=160.804000; noise_sigma_v=0.964764; on_threshold_v=40.201000; off_threshold_v=16.080400; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.014004935; decision=trip time within the pass limit; trip_time_s=0.014005000; analysis_version=v3",5317_v3_real_20260817T143315Z,1376,61.21550486900378
2060,1377,5317_v3_real_20260817T143315Z,2026-08-18T13:59:29.160837+00:00,133168.677601864,0.0131739999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=160.804000; noise_sigma_v=1.009243; on_threshold_v=40.201000; off_threshold_v=16.080400; t0_s=-0.008690065; t0_source=detected_onset; record_after_t0_s=0.258690; burst_start_s=-0.008690065; t_end_s=0.004483935; decision=trip time within the pass limit; trip_time_s=0.013174000; analysis_version=v3",5317_v3_real_20260817T143315Z,1377,60.810462513996754
2061,1378,5317_v3_real_20260817T143315Z,2026-08-18T14:00:28.393852+00:00,133231.743576332,0.0128564999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=160.804000; noise_sigma_v=0.961870; on_threshold_v=40.201000; off_threshold_v=16.080400; t0_s=-0.008377065; t0_source=detected_onset; record_after_t0_s=0.258377; burst_start_s=-0.008377065; t_end_s=0.004479435; decision=trip time within the pass limit; trip_time_s=0.012856500; analysis_version=v3",5317_v3_real_20260817T143315Z,1378,63.06597446798696
2062,1379,5317_v3_real_20260817T143315Z,2026-08-18T14:01:28.744900+00:00,133291.020208566,0.0136959999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=160.804000; noise_sigma_v=0.988886; on_threshold_v=40.201000; off_threshold_v=16.080400; t0_s=-0.000000565; t0_source=detected_onset; record_after_t0_s=0.250000; burst_start_s=-0.000000565; t_end_s=0.013695435; decision=trip time within the pass limit; trip_time_s=0.013696000; analysis_version=v3",5317_v3_real_20260817T143315Z,1379,59.2766322340176
2063,1380,5317_v3_real_20260817T143315Z,2026-08-18T14:02:28.385880+00:00,133351.302022493,0.0167515,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.847328; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.000011065; t0_source=detected_onset; record_after_t0_s=0.250011; burst_start_s=-0.000011065; t_end_s=0.016740435; decision=trip time within the pass limit; trip_time_s=0.016751500; analysis_version=v3",5317_v3_real_20260817T143315Z,1380,60.2818139269948
2064,1381,5317_v3_real_20260817T143315Z,2026-08-18T14:03:31.117806+00:00,133410.916986468,0.0144265,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=160.804000; noise_sigma_v=0.992457; on_threshold_v=40.201000; off_threshold_v=16.080400; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.014426435; decision=trip time within the pass limit; trip_time_s=0.014426500; analysis_version=v3",5317_v3_real_20260817T143315Z,1381,59.61496397497831
2065,1382,5317_v3_real_20260817T143315Z,2026-08-18T14:04:32.878670+00:00,133473.656499237,0.0178814999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.844612; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.001136065; t0_source=detected_onset; record_after_t0_s=0.251135; burst_start_s=-0.001136065; t_end_s=0.016745435; decision=trip time within the pass limit; trip_time_s=0.017881500; analysis_version=v3",5317_v3_real_20260817T143315Z,1382,62.73951276901062
2066,1383,5317_v3_real_20260817T143315Z,2026-08-18T14:05:33.609099+00:00,133535.501414438,0.011291,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.741316; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=-0.005167565; t0_source=detected_onset; record_after_t0_s=0.255167; burst_start_s=-0.005167565; t_end_s=0.006123435; decision=trip time within the pass limit; trip_time_s=0.011291000; analysis_version=v3",5317_v3_real_20260817T143315Z,1383,61.84491520101437
2067,1384,5317_v3_real_20260817T143315Z,2026-08-18T14:06:35.287417+00:00,133596.203285759,0.0134834999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=160.804000; noise_sigma_v=0.974614; on_threshold_v=40.201000; off_threshold_v=16.080400; t0_s=-0.000000565; t0_source=detected_onset; record_after_t0_s=0.250000; burst_start_s=-0.000000565; t_end_s=0.013482935; decision=trip time within the pass limit; trip_time_s=0.013483500; analysis_version=v3",5317_v3_real_20260817T143315Z,1384,60.70187132098363
2068,1385,5317_v3_real_20260817T143315Z,2026-08-18T14:07:35.596146+00:00,133657.848913321,0.0143789999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=160.804000; noise_sigma_v=1.001649; on_threshold_v=40.201000; off_threshold_v=16.080400; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.014378935; decision=trip time within the pass limit; trip_time_s=0.014379000; analysis_version=v3",5317_v3_real_20260817T143315Z,1385,61.64562756201485
2069,1386,5317_v3_real_20260817T143315Z,2026-08-18T14:08:35.273022+00:00,133718.15991195,0.013942,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=160.804000; noise_sigma_v=1.005923; on_threshold_v=40.201000; off_threshold_v=16.080400; t0_s=-0.000000065; t0_source=detected_onset; record_after_t0_s=0.249999; burst_start_s=-0.000000065; t_end_s=0.013941935; decision=trip time within the pass limit; trip_time_s=0.013942000; analysis_version=v3",5317_v3_real_20260817T143315Z,1386,60.31099862899282
2070,1387,5317_v3_real_20260817T143315Z,2026-08-18T14:09:35.830643+00:00,133777.767773422,0.021488,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.784899; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.001307565; t0_source=detected_onset; record_after_t0_s=0.251307; burst_start_s=-0.001307565; t_end_s=0.020180435; decision=trip time within the pass limit; trip_time_s=0.021488000; analysis_version=v3",5317_v3_real_20260817T143315Z,1387,59.607861472002696
2071,1388,5317_v3_real_20260817T143315Z,2026-08-18T14:10:37.411425+00:00,133838.430645914,0.0158719999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=162.814050; noise_sigma_v=0.965776; on_threshold_v=40.703513; off_threshold_v=16.281405; t0_s=0.000037435; t0_source=detected_onset; record_after_t0_s=0.249962; burst_start_s=0.000037435; t_end_s=0.015909435; decision=trip time within the pass limit; trip_time_s=0.015872000; analysis_version=v3",5317_v3_real_20260817T143315Z,1388,60.66287249198649
2072,1389,5317_v3_real_20260817T143315Z,2026-08-18T14:11:40.332481+00:00,133900.04987591,0.0245224999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.749963; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=-0.003624565; t0_source=detected_onset; record_after_t0_s=0.253624; burst_start_s=-0.003624565; t_end_s=0.020897935; decision=trip time within the pass limit; trip_time_s=0.024522500; analysis_version=v3",5317_v3_real_20260817T143315Z,1389,61.61922999599483
2073,1390,5317_v3_real_20260817T143315Z,2026-08-18T14:12:42.668332+00:00,133962.889146226,0.012199,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=160.804000; noise_sigma_v=0.981998; on_threshold_v=40.201000; off_threshold_v=16.080400; t0_s=-0.007258565; t0_source=detected_onset; record_after_t0_s=0.257258; burst_start_s=-0.007258565; t_end_s=0.004940435; decision=trip time within the pass limit; trip_time_s=0.012199000; analysis_version=v3",5317_v3_real_20260817T143315Z,1390,62.83927031600615
2074,1391,5317_v3_real_20260817T143315Z,2026-08-18T14:13:44.222540+00:00,134025.262173971,0.0197725,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.767170; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.000000565; t0_source=detected_onset; record_after_t0_s=0.250000; burst_start_s=-0.000000565; t_end_s=0.019771935; decision=trip time within the pass limit; trip_time_s=0.019772500; analysis_version=v3",5317_v3_real_20260817T143315Z,1391,62.37302774499403
2075,1392,5317_v3_real_20260817T143315Z,2026-08-18T14:14:44.404094+00:00,134086.808441087,0.0177739999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.902685; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.001034565; t0_source=detected_onset; record_after_t0_s=0.251034; burst_start_s=-0.001034565; t_end_s=0.016739435; decision=trip time within the pass limit; trip_time_s=0.017774000; analysis_version=v3",5317_v3_real_20260817T143315Z,1392,61.546267116005765
2076,1393,5317_v3_real_20260817T143315Z,2026-08-18T14:15:42.643867+00:00,134146.957894178,0.0248219999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.756169; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=-0.003932065; t0_source=detected_onset; record_after_t0_s=0.253931; burst_start_s=-0.003932065; t_end_s=0.020889935; decision=trip time within the pass limit; trip_time_s=0.024822000; analysis_version=v3",5317_v3_real_20260817T143315Z,1393,60.14945309099858
2077,1394,5317_v3_real_20260817T143315Z,2026-08-18T14:16:40.363071+00:00,134205.182455201,0.0234215,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=164.824100; noise_sigma_v=0.743764; on_threshold_v=41.206025; off_threshold_v=16.482410; t0_s=-0.002786565; t0_source=detected_onset; record_after_t0_s=0.252786; burst_start_s=-0.002786565; t_end_s=0.020634935; decision=trip time within the pass limit; trip_time_s=0.023421500; analysis_version=v3",5317_v3_real_20260817T143315Z,1394,58.224561023002025
2078,1395,5317_v3_real_20260817T143315Z,2026-08-18T14:17:42.631802+00:00,134263.029649285,0.0178209999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.812695; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=-0.001083565; t0_source=detected_onset; record_after_t0_s=0.251083; burst_start_s=-0.001083565; t_end_s=0.016737435; decision=trip time within the pass limit; trip_time_s=0.017821000; analysis_version=v3",5317_v3_real_20260817T143315Z,1395,57.84719408399542
2079,1396,5317_v3_real_20260817T143315Z,2026-08-18T14:18:42.467411+00:00,134325.152312821,0.0117654999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=162.814050; noise_sigma_v=0.732799; on_threshold_v=40.703513; off_threshold_v=16.281405; t0_s=-0.005025565; t0_source=detected_onset; record_after_t0_s=0.255025; burst_start_s=-0.005025565; t_end_s=0.006739935; decision=trip time within the pass limit; trip_time_s=0.011765500; analysis_version=v3",5317_v3_real_20260817T143315Z,1396,62.12266353602172
2080,1397,5317_v3_real_20260817T143315Z,2026-08-18T14:19:46.882745+00:00,134384.968715265,0.0173274999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=162.814050; noise_sigma_v=0.879954; on_threshold_v=40.703513; off_threshold_v=16.281405; t0_s=0.000046435; t0_source=detected_onset; record_after_t0_s=0.249953; burst_start_s=0.000046435; t_end_s=0.017373935; decision=trip time within the pass limit; trip_time_s=0.017327500; analysis_version=v3",5317_v3_real_20260817T143315Z,1397,59.816402443975676
2081,1398,5317_v3_real_20260817T143315Z,2026-08-18T14:20:49.160280+00:00,134449.495724211,0.0196129999999999,PASS,v3,CHARGING,,"endpoints=v3 endpoints: as v2, except detected-onset refinement below on_threshold must also be confirmed against the raw samples themselves (a short sustained run above the residual floor), not the forward-looking leading envelope alone. Fixes a v2 defect: a single noisy or quantization-limited sample crossing the residual floor could drag the refined onset back to an unrelated point in the pre-trigger record, because the leading envelope cannot distinguish an isolated sample from genuine sustained conduction within one envelope window. v1 and v2 results already recorded under those versions remain exactly as computed and are not retroactively corrected; replay under v3 to get the corrected number for a given waveform. trip_time_s = t_end - t0.; ref_amplitude_v=166.834150; noise_sigma_v=0.753413; on_threshold_v=41.708538; off_threshold_v=16.683415; t0_s=0.000001435; t0_source=detected_onset; record_after_t0_s=0.249998; burst_start_s=0.000001435; t_end_s=0.019614435; decision=trip time within the pass limit; trip_time_s=0.019613000; analysis_version=v3",5317_v3_real_20260817T143315Z,1398,64.52700894602458
